code,name,manufacturer,itemType,ean,defaultCategory,categoryText,categoryText2,price,standardPrice,purchasePrice,currency,percentVat,maxDiscount,applyDiscountCoupon,applyLoyaltyDiscount,applyQuantityDiscount,applyVolumeDiscount,relativeMargin,absoluteMargin,variant_Sila_vrecusok_v_boxe_,stock,availabilityOutOfStock,availabilityInStock,productVisibility
VM17,VOOM MIX BERRY 10mg/ml,Voom,product,735745548844,E-cigarety > VOOM,E-cigarety > VOOM > 10 mg/ml,,7.0,7.0,***,EUR,23,,1,1,1,1,***,***,,14,Vypredane,Skladom,visible
CB6,CUBA CHERRY MEDIUM,CUBA,product,5904717759020,Nikotinove vrecuska > CUBA,Nikotinove vrecuska > PODlA SILY > Stredne silne,Nikotinove vrecuska > CUBA,4.8,4.8,***,EUR,23,,1,1,1,1,***,***,,6,Vypredane,Skladom,visible
CB5,CUBA ICE SPEARMINT MEDIUM,CUBA,product,5904717759488,Nikotinove vrecuska > CUBA,Nikotinove vrecuska > PODlA SILY > Stredne silne,Nikotinove vrecuska > CUBA,4.8,4.8,***,EUR,23,,1,1,1,1,***,***,,8,Vypredane,Skladom,visible
CB7,CUBA COLA MEDIUM,CUBA,product,5904717759815,Nikotinove vrecuska > CUBA,Nikotinove vrecuska > PODlA SILY > Stredne silne,Nikotinove vrecuska > CUBA,4.8,4.8,***,EUR,23,,1,1,1,1,***,***,,7,Vypredane,Skladom,visible
VPD1,VOOPOO DRAG H40 - Pod Kit - 1500mAh - Gun Metal,,product,6941291546973,Neviditelne produkty,Neviditelne produkty,,37.5,37.5,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
VPD2,VOOPOO DRAG H40 - Pod Kit - 1500mAh - Snow Blue,,product,,Neviditelne produkty,Neviditelne produkty,,37.5,37.5,***,EUR,23,,1,1,1,1,***,***,,0,,,hidden
VP3,VOOPOO PnP - R1 - 0.8ohm - MTL - žhaviaca hlava,,product,,Neviditelne produkty,Neviditelne produkty,,3.8,3.8,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
VP4,VOOPOO PnP - VM4 - 0.6ohm - HALF-DL - žhaviaca hlava,,product,,Neviditelne produkty,Neviditelne produkty,,3.8,3.8,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
JT2,Joyetech eGo AIO 2 Shiny Silver,,product,6941908314834,Neviditelne produkty,Neviditelne produkty,,21.5,21.5,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
2127,VOOPOO PnP - VM6 - 0.15ohm - DL - žhaviaca hlava,,product,,Neviditelne produkty,Neviditelne produkty,,3.8,3.8,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
JT1,Joyetech eGo AIO 2 Mysterious Black,,product,6941908314353,Neviditelne produkty,Neviditelne produkty,,21.5,21.5,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
JT3,Joyetech eGo POD Mysterious Black,,product,6941908312472,Neviditelne produkty,Neviditelne produkty,,13.5,13.5,***,EUR,23,,1,1,1,1,***,***,,0,,,hidden
JT4,Joyetech eGo POD Shiny Silver,,product,6941908312502,Neviditelne produkty,Neviditelne produkty,,13.5,13.5,***,EUR,23,,1,1,1,1,***,***,,0,,,hidden
AP2,Aspire PockeX AIO (Čierna),,product,,Neviditelne produkty,Neviditelne produkty,,26.0,26.0,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
AP1,Aspire PockeX AIO Chrom,,product,,Neviditelne produkty,Neviditelne produkty,,26.0,26.0,***,EUR,23,,1,1,1,1,***,***,,0,,,hidden
LQ4S,Liqua 4s Vinci grip biela,,product,8596415815091,Neviditelne produkty,Neviditelne produkty,,29.9,29.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
ELF5,Elf Bar Elfliq  Cream Tobacco,ELFBAR,product,4895255206743,Neviditelne produkty,Neviditelne produkty,,5.5,5.5,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
ELF3,Elf Bar Elfliq Pink Grapefruit,ELFBAR,product,4895255206804,Neviditelne produkty,Neviditelne produkty,,5.5,5.5,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
ELF6,Elf Bar Elfliq Peach Ice,ELFBAR,product,,Neviditelne produkty,Neviditelne produkty,,5.5,5.5,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
2160,Joyetech eGo Pod cartridge 2ml 1.2ohm,,product,,Neviditelne produkty,Neviditelne produkty,,4.0,4.0,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
ELF4,Elf Bar Elfliq Cherry,ELFBAR,product,4895255206705,Neviditelne produkty,Neviditelne produkty,,5.5,5.5,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
ELF2,Elf Bar Elfliq Blueberry Sour Raspberry,ELFBAR,product,4895255206699,Neviditelne produkty,Neviditelne produkty,,5.5,5.5,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
ELF1,Elf Bar Elfliq Apple Peach,ELFBAR,product,4895255206668,Neviditelne produkty,Neviditelne produkty,,5.5,5.5,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
BRG20,Barly Gold,,product,8596415682143,Neviditelne produkty,Neviditelne produkty,,3.9,3.6,***,EUR,23,,1,1,1,1,***,***,,0,Skladom,Skladom,hidden
BRG3,Barly Gold,,product,8596415623122,Neviditelne produkty,Neviditelne produkty,,3.9,3.6,***,EUR,23,,1,1,1,1,***,***,,0,Skladom,Skladom,hidden
BRG6,Barly Gold,,product,8596415066660,Neviditelne produkty,Neviditelne produkty,,3.9,3.6,***,EUR,23,,1,1,1,1,***,***,,0,Skladom,Skladom,hidden
BRGS10,Barly Gold SALT,,product,8596415105277,Neviditelne produkty,Neviditelne produkty,,4.7,4.7,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
BRGS20,Barly Gold SALT,,product,,Neviditelne produkty,Neviditelne produkty,,4.7,4.7,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
2178,Joyetech BF SS316 atomizer 0.5ohm,,product,,Neviditelne produkty,Neviditelne produkty,,3.65,3.65,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
BRS10,Barly Black SALT,,product,,Neviditelne produkty,Neviditelne produkty,,4.7,4.7,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
BRS20,Barly Black SALT,,product,,Neviditelne produkty,Neviditelne produkty,,4.7,4.7,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
BR20,Barly Black,,product,,Neviditelne produkty,Neviditelne produkty,,3.9,3.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
BR3,Barly Black,,product,,Neviditelne produkty,Neviditelne produkty,,3.9,3.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
DRJM1,Dreamix Jahoda so sampanským,,product,8596415815091,Neviditelne produkty,Neviditelne produkty,,4.4,4.4,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
DRJM2,Dreamix Jahoda so sampanským,,product,8596415815091,Neviditelne produkty,Neviditelne produkty,,4.4,4.4,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
DRJM3,Dreamix Jahoda so sampanským,,product,8596415815091,Neviditelne produkty,Neviditelne produkty,,4.4,4.4,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
DRJ1,Dreamix Jablko,,product,8596415815091,Neviditelne produkty,Neviditelne produkty,,4.4,4.4,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
DRJ2,Dreamix Jablko,,product,8596415815091,Neviditelne produkty,Neviditelne produkty,,4.4,4.4,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
DRJ3,Dreamix Jablko,,product,8596415815091,Neviditelne produkty,Neviditelne produkty,,4.4,4.4,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
2193,Joyetech BF SS316 atomizer 1ohm,,product,,Neviditelne produkty,Neviditelne produkty,,3.65,3.65,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
DRLZ1,Dreamix Lesná zmes,,product,,Neviditelne produkty,Neviditelne produkty,,4.4,4.4,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
DRLZ2,Dreamix Lesná zmes,,product,,Neviditelne produkty,Neviditelne produkty,,4.4,4.4,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
DRLZ3,Dreamix Lesná zmes,,product,8596415815091,Neviditelne produkty,Neviditelne produkty,,4.4,4.4,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
DRJA1,Dreamix Jahoda,,product,,Neviditelne produkty,Neviditelne produkty,,4.4,4.4,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
DRJA2,Dreamix Jahoda,,product,8596415815091,Neviditelne produkty,Neviditelne produkty,,4.4,4.4,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
DRJA3,Dreamix Jahoda,,product,8596415815091,Neviditelne produkty,Neviditelne produkty,,4.4,4.4,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
DRVM1,Dreamix Vodný melón,,product,8596415815091,Neviditelne produkty,Neviditelne produkty,,4.4,4.4,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
DRVM2,Dreamix Vodný melón,,product,8596415815091,Neviditelne produkty,Neviditelne produkty,,4.4,4.4,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
2205,Joyetech BF Clapton atomizer 1.5ohm,,product,,Neviditelne produkty,Neviditelne produkty,,3.65,3.65,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
DRA1,Dreamix SALT Americký tabak,,product,8596415815091,Neviditelne produkty,Neviditelne produkty,,4.9,4.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
DRA2,Dreamix SALT Americký tabak,,product,8596415815091,Neviditelne produkty,Neviditelne produkty,,4.9,4.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
DRM1,Dreamix Mentol,,product,8596415815091,Neviditelne produkty,Neviditelne produkty,,4.4,4.4,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
DRM2,Dreamix Mentol,,product,8596415815091,Neviditelne produkty,Neviditelne produkty,,4.4,4.4,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
DRM3,Dreamix Mentol,,product,8596415815091,Neviditelne produkty,Neviditelne produkty,,4.4,4.4,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
DRT1,Dreamix Čistý tabak,,product,8596415815091,Neviditelne produkty,Neviditelne produkty,,4.4,4.4,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
DRT2,Dreamix Čistý tabak,,product,8596415815091,Neviditelne produkty,Neviditelne produkty,,4.4,4.4,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
DRT3,Dreamix Čistý tabak,,product,8596415815091,Neviditelne produkty,Neviditelne produkty,,4.4,4.4,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
DRT4,Dreamix Čistý tabak,,product,8596415815091,Neviditelne produkty,Neviditelne produkty,,4.4,4.4,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
DRV1,Dreamix Žuvačka,,product,8596415815091,Neviditelne produkty,Neviditelne produkty,,4.4,4.4,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
2220,Aspire PockeX žhaviaca hlava 1.2ohm,,product,,Neviditelne produkty,Neviditelne produkty,,4.0,4.0,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
PEJ,PEEGEE - Jablko,,product,8596415599465,Neviditelne produkty,Neviditelne produkty,,3.9,3.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
PEM,PEEGEE - Mäta,,product,8596415824444,Neviditelne produkty,Neviditelne produkty,,3.9,3.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
PEJ1,PEEGEE Jahoda,,product,,Neviditelne produkty,Neviditelne produkty,,3.4,3.4,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
PETM,PEEGEE Trojitý mentol,,product,,Neviditelne produkty,Neviditelne produkty,,3.9,3.4,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
PEU1,PEEGEE USA Mix,,product,8596415422435,Neviditelne produkty,Neviditelne produkty,,3.9,3.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
PEU2,PEEGEE USA Mix,,product,8596415815091,Neviditelne produkty,Neviditelne produkty,,3.9,3.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
2265,Liqua 4S Vinci Cartridge - 2ml,,product,8596415815091,Neviditelne produkty,Neviditelne produkty,,5.0,5.0,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
2268/CER,VOOM POD MOD KIT,Voom,product,735745548738,E-cigarety > VOOM > VOOM POD MOD,E-cigarety > VOOM > VOOM POD MOD,,12.5,,***,EUR,23,,1,1,1,1,***,***,,10,Vypredane,Skladom,visible
2268/CIE,VOOM POD MOD KIT,Voom,product,735745548745,E-cigarety > VOOM > VOOM POD MOD,E-cigarety > VOOM > VOOM POD MOD,,12.5,,***,EUR,23,,1,1,1,1,***,***,,10,Vypredane,Skladom,visible
2268/CIE2,VOOM POD MOD KIT,Voom,product,735745548752,E-cigarety > VOOM > VOOM POD MOD,E-cigarety > VOOM > VOOM POD MOD,,12.5,,***,EUR,23,,1,1,1,1,***,***,,10,Vypredane,Skladom,visible
2268/FIA,VOOM POD MOD KIT,Voom,product,735745548776,E-cigarety > VOOM > VOOM POD MOD,E-cigarety > VOOM > VOOM POD MOD,,12.5,,***,EUR,23,,1,1,1,1,***,***,,8,Vypredane,Skladom,visible
2268/ZEL,VOOM POD MOD KIT,Voom,product,735745548769,E-cigarety > VOOM > VOOM POD MOD,E-cigarety > VOOM > VOOM POD MOD,,12.5,,***,EUR,23,,1,1,1,1,***,***,,10,Vypredane,Skladom,visible
2271/BRO,VOOM POD MOD,Voom,product,735745548691,E-cigarety > VOOM > VOOM POD MOD,E-cigarety > VOOM > VOOM POD MOD,,8.49,,***,EUR,23,,1,1,1,1,***,***,,3,Vypredane,Skladom,visible
2271/CIE,VOOM POD MOD,Voom,product,735745548653,E-cigarety > VOOM > VOOM POD MOD,E-cigarety > VOOM > VOOM POD MOD,,8.49,,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
2271/COL,VOOM POD MOD,Voom,product,735745548639,E-cigarety > VOOM > VOOM POD MOD,E-cigarety > VOOM > VOOM POD MOD,,8.49,,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
2271/HRO,VOOM POD MOD,Voom,product,735745548714,E-cigarety > VOOM > VOOM POD MOD,E-cigarety > VOOM > VOOM POD MOD,,8.49,,***,EUR,23,,1,1,1,1,***,***,,8,Vypredane,Skladom,visible
2271/JAH,VOOM POD MOD,Voom,product,735745548684,E-cigarety > VOOM > VOOM POD MOD,E-cigarety > VOOM > VOOM POD MOD,,8.49,,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
2271/LES,VOOM POD MOD,Voom,product,735745548677,E-cigarety > VOOM > VOOM POD MOD,E-cigarety > VOOM > VOOM POD MOD,,8.49,,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
2271/LOV,VOOM POD MOD,Voom,product,735745548707,E-cigarety > VOOM > VOOM POD MOD,E-cigarety > VOOM > VOOM POD MOD,,8.49,,***,EUR,23,,1,1,1,1,***,***,,14,Vypredane,Skladom,visible
2271/MAN,VOOM POD MOD,Voom,product,735745548721,E-cigarety > VOOM > VOOM POD MOD,E-cigarety > VOOM > VOOM POD MOD,,8.49,,***,EUR,23,,1,1,1,1,***,***,,15,Vypredane,Skladom,visible
2271/MEN,VOOM POD MOD,Voom,product,735745548660,E-cigarety > VOOM > VOOM POD MOD,E-cigarety > VOOM > VOOM POD MOD,,8.49,,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
2271/VOD,VOOM POD MOD,Voom,product,735745548646,E-cigarety > VOOM > VOOM POD MOD,E-cigarety > VOOM > VOOM POD MOD,,8.49,,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
VMN1,VOOM MINI MOD GRAPE ICE,Voom,product,735745548455,E-cigarety > VOOM > 20 mg/ml,E-cigarety > VOOM > 20 mg/ml,,7.0,7.0,***,EUR,23,,1,1,1,1,***,***,,3,Vypredane,Skladom,visible
VMN2,VOOM MINI MOD PINEAPPLE ICE,Voom,product,735745548479,E-cigarety > VOOM > 20 mg/ml,E-cigarety > VOOM > 20 mg/ml,,7.0,7.0,***,EUR,23,,1,1,1,1,***,***,,11,Vypredane,Skladom,visible
VMN3,VOOM MINI MOD PEACH ICE,Voom,product,735745548462,E-cigarety > VOOM > 20 mg/ml,E-cigarety > VOOM > 20 mg/ml,,7.0,7.0,***,EUR,23,,1,1,1,1,***,***,,6,Vypredane,Skladom,visible
VMN4,VOOM MINI MOD MIX BERRY,Voom,product,735745548448,E-cigarety > VOOM > 20 mg/ml,E-cigarety > VOOM > 20 mg/ml,,7.0,7.0,***,EUR,23,,1,1,1,1,***,***,,5,Vypredane,Skladom,visible
VMN5,VOOM MINI MOD WATERMELON ICE,Voom,product,735745548431,E-cigarety > VOOM > 20 mg/ml,E-cigarety > VOOM > 20 mg/ml,,7.0,7.0,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
AE1,ACE SUPERWHITE LIQUORICE MINT,ACE,product,5707294250863,Nikotinove vrecuska > ACE,Nikotinove vrecuska > PODlA SILY > Slabe,Nikotinove vrecuska > ACE,4.9,4.9,***,EUR,23,5,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
AE2,ACE SUPERWHITE EXTREME COOL,ACE,product,5707294252843,Nikotinove vrecuska > ACE,Nikotinove vrecuska > PODlA SILY > Slabe,Nikotinove vrecuska > ACE,4.9,4.9,***,EUR,23,5,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
AE4,ACE X SUPERWHITE COOL MINT COSMIC,ACE,product,5707294351379,Nikotinove vrecuska > ACE,Nikotinove vrecuska > PODlA SILY > Stredne silne,Nikotinove vrecuska > ACE,4.9,4.9,***,EUR,23,5,1,1,1,1,***,***,,2,Vypredane,Skladom,visible
AE3,ACE X SUPERWHITE COOL MINT,ACE,product,5707294351331,Nikotinove vrecuska > ACE,Nikotinove vrecuska > PODlA SILY > Stredne silne,Nikotinove vrecuska > ACE,4.9,4.9,***,EUR,23,5,1,1,1,1,***,***,,5,Vypredane,Skladom,visible
AC6,ACE X SUPERWHITE GUARANA CHILLI BOOST,ACE,product,5707294351812,Nikotinove vrecuska > ACE,Nikotinove vrecuska > PODlA SILY > Stredne silne,Nikotinove vrecuska > ACE,4.9,4.9,***,EUR,23,,1,1,1,1,***,***,,6,Vypredane,Skladom,visible
AC5,ACE SUPERWHITE EUCALYPTUS,ACE,product,5707294250832,Nikotinove vrecuska > ACE,Nikotinove vrecuska > PODlA SILY > Slabe,Nikotinove vrecuska > ACE,4.9,4.9,***,EUR,23,,1,1,1,1,***,***,,3,Vypredane,Skladom,visible
ARSK1,Aramax Strawberry Kiwi,,product,8596181160760,Neviditelne produkty,Neviditelne produkty,,2.6,2.6,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
ARSK2,Aramax Strawberry Kiwi,,product,8596181160777,Neviditelne produkty,Neviditelne produkty,,2.6,2.6,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
ARSK3,Aramax Strawberry Kiwi,,product,8596181160784,Neviditelne produkty,Neviditelne produkty,,2.6,2.6,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
ARC1,ARAMAX Cream Dessert,,product,8596181160418,Neviditelne produkty,Neviditelne produkty,,2.6,2.6,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
ARC2,ARAMAX Cream Dessert,,product,8596181160425,Neviditelne produkty,Neviditelne produkty,,2.6,2.6,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
ARC3,ARAMAX Cream Dessert,,product,8596181160395,Neviditelne produkty,Neviditelne produkty,,2.6,2.6,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
ARA1,ARAMAX Max Apple,,product,8596181160326,Neviditelne produkty,Neviditelne produkty,,2.6,2.6,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
ARA2,ARAMAX Max Apple,,product,8596181160333,Neviditelne produkty,Neviditelne produkty,,2.6,2.6,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
ARA3,ARAMAX Max Apple,,product,8596181160302,Neviditelne produkty,Neviditelne produkty,,2.6,2.6,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
ARP1,ARAMAX Max Peach,,product,8596181160562,Neviditelne produkty,Neviditelne produkty,,2.6,2.6,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
ARP2,ARAMAX Max Peach,,product,8596181160579,Neviditelne produkty,Neviditelne produkty,,2.6,2.6,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
ARP3,ARAMAX Max Peach,,product,8596181160586,Neviditelne produkty,Neviditelne produkty,,2.6,2.6,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
ARS1,ARAMAX Max Strawberry,,product,8596181160616,Neviditelne produkty,Neviditelne produkty,,2.6,2.6,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
ARS2,ARAMAX Max Strawberry,,product,8596181160623,Neviditelne produkty,Neviditelne produkty,,2.6,2.6,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
ARS3,ARAMAX Max Strawberry,,product,8596181160630,Neviditelne produkty,Neviditelne produkty,,2.6,2.6,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
ARV1,ARAMAX Max Vanilla,,product,8596181160913,Neviditelne produkty,Neviditelne produkty,,2.6,2.6,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
ARV2,ARAMAX Max Vanilla,,product,8596181160920,Neviditelne produkty,Neviditelne produkty,,2.6,2.6,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
ARV3,ARAMAX Max Vanilla,,product,8596181160937,Neviditelne produkty,Neviditelne produkty,,2.6,2.6,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
ARV4,ARAMAX Max Vanilla,,product,8596181160906,Neviditelne produkty,Neviditelne produkty,,2.6,2.6,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
ARV5,ARAMAX Max Vanilla,,product,8596181160890,Neviditelne produkty,Neviditelne produkty,,2.6,2.6,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
ARUT1,ARAMAX USA Tobacco,,product,8596181160814,Neviditelne produkty,Neviditelne produkty,,2.6,2.6,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
ARUT2,ARAMAX USA Tobacco,,product,8596181160821,Neviditelne produkty,Neviditelne produkty,,2.6,2.6,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
ARUT3,ARAMAX USA Tobacco,,product,8596181160838,Neviditelne produkty,Neviditelne produkty,,2.6,2.6,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
BRR1,Barly Red,,product,8595608762853,Neviditelne produkty,Neviditelne produkty,,3.9,,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
BRR2,Barly Red,,product,8595608738599,Neviditelne produkty,Neviditelne produkty,,3.9,,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
BRB1,Barly Blue,,product,8595608782752,Neviditelne produkty,Neviditelne produkty,,3.9,3.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
2334,ELF BAR LOST MARY SAKURA GRAPE,ELFBAR,product,6937643557568,,E-cigarety,,45937.0,45937.0,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
2337,ELF BAR LOST MARY BLACKCURRANT APPLE,ELFBAR,product,6937643557513,,E-cigarety,,45937.0,45937.0,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
2340,ELF BAR LOST MARY COLA,ELFBAR,product,6937643557520,,E-cigarety,,45937.0,45937.0,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
2343,ELF BAR LOST MARRY PINK SENORITA,ELFBAR,product,6937643557551,,E-cigarety,,6.9,6.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
2346,ELF BAR LOST MARY KIWI PASSION FRUIT GUAVA,ELFBAR,product,6937643532381,Neviditelne produkty,Neviditelne produkty,,45937.0,45937.0,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
ARMW1,ARAMAX Max Watermelon,,product,8596181160661,Neviditelne produkty,Neviditelne produkty,,2.6,,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
ARMW2,ARAMAX Max Watermelon,,product,8596181160678,Neviditelne produkty,Neviditelne produkty,,2.6,,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
ARMW3,ARAMAX Max Watermelon,,product,8596181160685,Neviditelne produkty,Neviditelne produkty,,2.6,,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
77AM,77 APPLE & MINT LIGHT,77 pouches,product,5905591980494,Nikotinove vrecuska > 77 pouches,Nikotinove vrecuska > 77 pouches,Nikotinove vrecuska > PODlA SILY > Slabe,4.9,4.9,***,EUR,23,,1,1,1,1,***,***,,2,Vypredane,Skladom,visible
77FL,77 FOREST FRUIT LIGHT,77 pouches,product,5905591980548,Nikotinove vrecuska > 77 pouches,Nikotinove vrecuska > 77 pouches,Nikotinove vrecuska > PODlA SILY > Slabe,4.9,4.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
77WL,77 WATERMELON LIGHT,77 pouches,product,5905591987967,Nikotinove vrecuska > 77 pouches,Nikotinove vrecuska > 77 pouches,Nikotinove vrecuska > PODlA SILY > Slabe,4.9,4.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
2361,DOPE MELON STRONG EDITION,Dope,product,8594203201644,Nikotinove vrecuska > DOPE,Nikotinove vrecuska > PODlA SILY > Stredne silne,Nikotinove vrecuska > DOPE,4.3,4.3,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
VSG1,VUSE GO 700 MANGO ICE,Vuse,product,8595682147874,Neviditelne produkty,Neviditelne produkty,,6.9,6.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
